[2024-12-27T16:35:14.806+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-27T16:35:17.745+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: movie_pipeline.scrape_filmmakers manual__2024-12-27T11:38:32.797674+00:00 [queued]>
[2024-12-27T16:35:17.877+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: movie_pipeline.scrape_filmmakers manual__2024-12-27T11:38:32.797674+00:00 [queued]>
[2024-12-27T16:35:17.891+0000] {taskinstance.py:2866} INFO - Starting attempt 2 of 2
[2024-12-27T16:35:17.986+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): scrape_filmmakers> on 2024-12-27 11:38:32.797674+00:00
[2024-12-27T16:35:18.056+0000] {standard_task_runner.py:72} INFO - Started process 267 to run task
[2024-12-27T16:35:18.091+0000] {standard_task_runner.py:104} INFO - Running: ['airflow', 'tasks', 'run', 'movie_pipeline', 'scrape_filmmakers', 'manual__2024-12-27T11:38:32.797674+00:00', '--job-id', '78', '--raw', '--subdir', 'DAGS_FOLDER/pipeline_dag.py', '--cfg-path', '/tmp/tmpqva4lkds']
[2024-12-27T17:18:14.041+0000] {extract.py:151} INFO - movie iteration 14 and filmamker iteration 5 for movie_id : tt8999762 and filmmaker_id: nm0001602
[2024-12-27T17:18:32.783+0000] {extract.py:151} INFO - movie iteration 15 and filmamker iteration 0 for movie_id : tt21823606 and filmmaker_id: nm0251986
[2024-12-27T17:18:53.604+0000] {extract.py:151} INFO - movie iteration 15 and filmamker iteration 1 for movie_id : tt21823606 and filmmaker_id: nm0251986
[2024-12-27T17:19:24.557+0000] {extract.py:151} INFO - movie iteration 15 and filmamker iteration 2 for movie_id : tt21823606 and filmmaker_id: nm0001085
[2024-12-27T17:19:45.361+0000] {extract.py:151} INFO - movie iteration 15 and filmamker iteration 3 for movie_id : tt21823606 and filmmaker_id: nm0251986
[2024-12-27T17:20:03.668+0000] {extract.py:151} INFO - movie iteration 15 and filmamker iteration 4 for movie_id : tt21823606 and filmmaker_id: nm6159473
[2024-12-27T17:20:18.037+0000] {extract.py:151} INFO - movie iteration 16 and filmamker iteration 0 for movie_id : tt20215234 and filmmaker_id: nm0074163
[2024-12-27T17:20:34.103+0000] {extract.py:151} INFO - movie iteration 16 and filmamker iteration 1 for movie_id : tt20215234 and filmmaker_id: nm1661186
[2024-12-27T17:20:49.643+0000] {extract.py:151} INFO - movie iteration 16 and filmamker iteration 2 for movie_id : tt20215234 and filmmaker_id: nm0365249
[2024-12-27T17:21:05.002+0000] {extract.py:151} INFO - movie iteration 16 and filmamker iteration 3 for movie_id : tt20215234 and filmmaker_id: nm0000146
[2024-12-27T17:21:25.959+0000] {extract.py:151} INFO - movie iteration 16 and filmamker iteration 4 for movie_id : tt20215234 and filmmaker_id: nm0001804
[2024-12-27T17:21:48.972+0000] {extract.py:151} INFO - movie iteration 16 and filmamker iteration 5 for movie_id : tt20215234 and filmmaker_id: nm0001475
[2024-12-27T17:22:11.926+0000] {extract.py:151} INFO - movie iteration 17 and filmamker iteration 0 for movie_id : tt23055660 and filmmaker_id: nm8840476
[2024-12-27T17:22:25.517+0000] {extract.py:151} INFO - movie iteration 17 and filmamker iteration 1 for movie_id : tt23055660 and filmmaker_id: nm8840476
[2024-12-27T17:22:38.586+0000] {extract.py:151} INFO - movie iteration 17 and filmamker iteration 2 for movie_id : tt23055660 and filmmaker_id: nm0055656
[2024-12-27T17:23:02.335+0000] {extract.py:151} INFO - movie iteration 17 and filmamker iteration 3 for movie_id : tt23055660 and filmmaker_id: nm1019209
[2024-12-27T17:23:20.930+0000] {extract.py:151} INFO - movie iteration 17 and filmamker iteration 4 for movie_id : tt23055660 and filmmaker_id: nm5376232
[2024-12-27T17:23:39.592+0000] {extract.py:151} INFO - movie iteration 17 and filmamker iteration 5 for movie_id : tt23055660 and filmmaker_id: nm1518261
[2024-12-27T17:24:03.329+0000] {extract.py:151} INFO - movie iteration 17 and filmamker iteration 6 for movie_id : tt23055660 and filmmaker_id: nm0254712
[2024-12-27T17:24:32.170+0000] {extract.py:151} INFO - movie iteration 18 and filmamker iteration 0 for movie_id : tt14260836 and filmmaker_id: nm1243905
[2024-12-27T17:25:16.504+0000] {extract.py:151} INFO - movie iteration 18 and filmamker iteration 1 for movie_id : tt14260836 and filmmaker_id: nm2352568
[2024-12-27T17:25:50.836+0000] {extract.py:151} INFO - movie iteration 18 and filmamker iteration 2 for movie_id : tt14260836 and filmmaker_id: nm2555314
[2024-12-27T17:26:17.901+0000] {extract.py:151} INFO - movie iteration 18 and filmamker iteration 3 for movie_id : tt14260836 and filmmaker_id: nm1243905
[2024-12-27T17:26:46.043+0000] {extract.py:151} INFO - movie iteration 18 and filmamker iteration 4 for movie_id : tt14260836 and filmmaker_id: nm0005560
[2024-12-27T17:27:32.536+0000] {extract.py:151} INFO - movie iteration 18 and filmamker iteration 5 for movie_id : tt14260836 and filmmaker_id: nm5956650
[2024-12-27T17:28:07.901+0000] {extract.py:151} INFO - movie iteration 18 and filmamker iteration 6 for movie_id : tt14260836 and filmmaker_id: nm0671487
[2024-12-27T17:28:37.371+0000] {extract.py:151} INFO - movie iteration 19 and filmamker iteration 0 for movie_id : tt26446278 and filmmaker_id: nm0478799
[2024-12-27T17:29:07.237+0000] {extract.py:151} INFO - movie iteration 19 and filmamker iteration 1 for movie_id : tt26446278 and filmmaker_id: nm1141181
[2024-12-27T17:29:42.884+0000] {extract.py:151} INFO - movie iteration 19 and filmamker iteration 2 for movie_id : tt26446278 and filmmaker_id: nm0241416
[2024-12-27T17:30:22.767+0000] {extract.py:151} INFO - movie iteration 19 and filmamker iteration 3 for movie_id : tt26446278 and filmmaker_id: nm0478799
[2024-12-27T17:31:57.328+0000] {job.py:229} INFO - Heartbeat recovered after 13.45 seconds
[2024-12-27T17:32:47.598+0000] {job.py:229} INFO - Heartbeat recovered after 51.09 seconds
[2024-12-27T17:33:00.242+0000] {extract.py:151} INFO - movie iteration 19 and filmamker iteration 4 for movie_id : tt26446278 and filmmaker_id: nm1141181
[2024-12-27T17:35:15.453+0000] {connectionpool.py:827} WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPConnectionPool(host='localhost', port=59133): Read timed out. (read timeout=120)")': /session/9253bf0a7ea50665da88900a863fd7b2/source
[2024-12-27T17:38:39.021+0000] {connectionpool.py:827} WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ReadTimeoutError("HTTPConnectionPool(host='localhost', port=59133): Read timed out. (read timeout=120)")': /session/9253bf0a7ea50665da88900a863fd7b2/source
[2024-12-27T17:40:23.951+0000] {job.py:229} INFO - Heartbeat recovered after 428.70 seconds
[2024-12-27T17:40:40.301+0000] {local_task_job_runner.py:346} WARNING - State of this instance has been externally set to failed. Terminating instance.
[2024-12-27T17:40:40.347+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
[2024-12-27T17:40:40.392+0000] {process_utils.py:132} INFO - Sending 15 to group 267. PIDs of all processes in the group: [427, 433, 437, 438, 447, 449, 476, 740, 451, 477, 510, 8700, 8731, 475, 267]
[2024-12-27T17:40:40.400+0000] {process_utils.py:87} INFO - Sending the signal 15 to group 267
[2024-12-27T17:40:40.526+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=8731, status='terminated', started='17:40:36') (8731) terminated with exit code None
[2024-12-27T17:40:40.531+0000] {taskinstance.py:3093} ERROR - Received SIGTERM. Terminating subprocesses.
[2024-12-27T17:40:40.607+0000] {connectionpool.py:827} WARNING - Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fb42c9be670>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/9253bf0a7ea50665da88900a863fd7b2/window
[2024-12-27T17:40:40.613+0000] {connectionpool.py:827} WARNING - Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fb42c9be280>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/9253bf0a7ea50665da88900a863fd7b2/window
[2024-12-27T17:40:40.622+0000] {connectionpool.py:827} WARNING - Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7fb42c9be940>: Failed to establish a new connection: [Errno 111] Connection refused')': /session/9253bf0a7ea50665da88900a863fd7b2/window
[2024-12-27T17:40:40.715+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=447, status='terminated', started='16:35:38') (447) terminated with exit code None
[2024-12-27T17:40:40.726+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=451, status='terminated', started='16:35:38') (451) terminated with exit code None
[2024-12-27T17:40:40.738+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=438, status='terminated', started='16:35:38') (438) terminated with exit code None
[2024-12-27T17:40:40.740+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=433, status='terminated', started='16:35:38') (433) terminated with exit code None
[2024-12-27T17:40:40.746+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=740, status='terminated', started='16:37:15') (740) terminated with exit code None
[2024-12-27T17:40:40.749+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=477, status='terminated', started='16:35:39') (477) terminated with exit code None
[2024-12-27T17:40:40.781+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=437, status='terminated', started='16:35:38') (437) terminated with exit code None
[2024-12-27T17:40:40.894+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=510, status='terminated', started='16:35:40') (510) terminated with exit code None
[2024-12-27T17:40:40.898+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=8700, status='terminated', started='17:33:12') (8700) terminated with exit code None
[2024-12-27T17:40:41.024+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=475, status='terminated', started='16:35:38') (475) terminated with exit code None
[2024-12-27T17:40:41.041+0000] {process_utils.py:80} INFO - Process psutil.Process(pid=476, status='terminated', started='16:35:38') (476) terminated with exit code None
